condition_id,chunk_size,retrieval_strategy,question_id,category,chunk_size_sensitive,coverage_at_5,case,outcome,grounding_basis,n_unsupported_claims,bertscore_cosine,model,abstained_exact_match,abstained_soft_match
chunk200_bm25,200,bm25,ref_them_15,thematic,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25,200,bm25,ref_unans_01,unanswerable,False,,A,answered_ungrounded,numeric,2,,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25,200,bm25,ref_unans_02,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25,200,bm25,ref_unans_03,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25,200,bm25,ref_unans_05,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25,200,bm25,ref_unans_06,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_comp_01,comparative,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_comp_02,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_comp_03,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_comp_04,comparative,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_comp_06,comparative,False,0.5,C,answered_grounded_correct,numeric,0,0.8682913780212402,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_comp_07,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_comp_08,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_comp_09,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_comp_10,comparative,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_comp_11,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_comp_12,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_fact_01,factual,True,1.0,C,answered_grounded_correct,numeric,0,0.9602892398834229,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_fact_02,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9614651203155518,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_fact_03,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9912142753601074,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_fact_04,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_fact_05,factual,False,1.0,C,answered_grounded_correct,numeric,0,1.0000001192092896,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_fact_06,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_fact_07,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_fact_08,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_fact_09,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9734025597572327,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_fact_10,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_fact_11,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9151809811592102,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_fact_12,factual,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_fact_13,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_fact_14,factual,False,1.0,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_them_01,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_them_02,thematic,False,0.5,C,answered_grounded_correct,numeric,0,0.8332440853118896,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_them_03,thematic,True,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_them_04,thematic,True,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_them_05,thematic,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_them_06,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_them_07,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_them_08,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_them_09,thematic,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_them_10,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_them_11,thematic,False,0.0,B,answered_grounded_correct,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_them_12,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_them_13,thematic,False,0.0,B,answered_grounded_correct,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_them_14,thematic,False,0.0,B,answered_grounded_correct,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_them_15,thematic,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_unans_01,unanswerable,False,,A,answered_ungrounded,numeric,1,,qwen3.8-27b@q4_k_xl,False,False
chunk200_bm25_enriched,200,bm25,ref_unans_02,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_unans_03,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_unans_05,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_bm25_enriched,200,bm25,ref_unans_06,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_comp_01,comparative,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_comp_02,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_comp_03,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_comp_04,comparative,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_comp_06,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_comp_07,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_comp_08,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_comp_09,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_comp_10,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_comp_11,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_comp_12,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_fact_01,factual,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_fact_02,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_fact_03,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_fact_04,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_fact_05,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_fact_06,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_fact_07,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_fact_08,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_fact_09,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9734025597572327,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense,200,dense,ref_fact_10,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_fact_11,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_fact_12,factual,True,1.0,C,answered_grounded_correct,numeric,0,0.9789583086967468,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense,200,dense,ref_fact_13,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_fact_14,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_them_01,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense,200,dense,ref_them_02,thematic,False,0.0,B,answered_grounded_correct,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense,200,dense,ref_them_03,thematic,True,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense,200,dense,ref_them_04,thematic,True,0.5,C,answered_grounded_correct,numeric,0,0.7716410160064697,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense,200,dense,ref_them_05,thematic,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_them_06,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense,200,dense,ref_them_07,thematic,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_them_08,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense,200,dense,ref_them_09,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense,200,dense,ref_them_10,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense,200,dense,ref_them_11,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense,200,dense,ref_them_12,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense,200,dense,ref_them_13,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense,200,dense,ref_them_14,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense,200,dense,ref_them_15,thematic,True,0.3333333333333333,C,answered_grounded_correct,numeric,0,0.8876651525497437,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense,200,dense,ref_unans_01,unanswerable,False,,A,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense,200,dense,ref_unans_02,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_unans_03,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_unans_05,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense,200,dense,ref_unans_06,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense_enriched,200,dense,ref_comp_01,comparative,True,0.5,C,answered_grounded_offtarget,ngram_fallback (answer has no numeric claims),0,0.7856764793395996,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_comp_02,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense_enriched,200,dense,ref_comp_03,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense_enriched,200,dense,ref_comp_04,comparative,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense_enriched,200,dense,ref_comp_06,comparative,False,0.5,C,answered_grounded_correct,numeric,0,0.9204815626144409,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_comp_07,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense_enriched,200,dense,ref_comp_08,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense_enriched,200,dense,ref_comp_09,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense_enriched,200,dense,ref_comp_10,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense_enriched,200,dense,ref_comp_11,comparative,False,1.0,C,answered_grounded_correct,numeric,0,0.8910814523696899,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_comp_12,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense_enriched,200,dense,ref_fact_01,factual,True,1.0,C,answered_grounded_correct,numeric,0,0.9602892398834229,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_fact_02,factual,False,1.0,C,answered_grounded_correct,numeric,0,1.0,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_fact_03,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9912142753601074,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_fact_04,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9838651418685913,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_fact_05,factual,False,1.0,C,answered_grounded_correct,numeric,0,1.0000001192092896,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_fact_06,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense_enriched,200,dense,ref_fact_07,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9264798164367676,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_fact_08,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense_enriched,200,dense,ref_fact_09,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9766707420349121,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_fact_10,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9013785719871521,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_fact_11,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9151809811592102,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_fact_12,factual,True,1.0,C,answered_grounded_correct,numeric,0,0.965849757194519,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_fact_13,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9486373662948608,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_fact_14,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense_enriched,200,dense,ref_them_01,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_them_02,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_them_03,thematic,True,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_them_04,thematic,True,0.5,C,answered_grounded_correct,numeric,0,0.7767198085784912,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_them_05,thematic,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense_enriched,200,dense,ref_them_06,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_them_07,thematic,False,0.5,C,answered_grounded_correct,numeric,0,0.7487812042236328,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_them_08,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_them_09,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_them_10,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_them_11,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_them_12,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_them_13,thematic,False,0.3333333333333333,C,answered_grounded_correct,numeric,0,0.9264692068099976,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_them_14,thematic,False,0.0,B,answered_grounded_correct,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_dense_enriched,200,dense,ref_them_15,thematic,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense_enriched,200,dense,ref_unans_01,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense_enriched,200,dense,ref_unans_02,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense_enriched,200,dense,ref_unans_03,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense_enriched,200,dense,ref_unans_05,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_dense_enriched,200,dense,ref_unans_06,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_hybrid,200,hybrid,ref_comp_01,comparative,True,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False,False
chunk200_hybrid,200,hybrid,ref_comp_02,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_hybrid,200,hybrid,ref_comp_03,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_hybrid,200,hybrid,ref_comp_04,comparative,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_hybrid,200,hybrid,ref_comp_06,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_hybrid,200,hybrid,ref_comp_07,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_hybrid,200,hybrid,ref_comp_08,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_hybrid,200,hybrid,ref_comp_09,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_hybrid,200,hybrid,ref_comp_10,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_hybrid,200,hybrid,ref_comp_11,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_hybrid,200,hybrid,ref_comp_12,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_hybrid,200,hybrid,ref_fact_01,factual,True,1.0,C,answered_grounded_correct,numeric,0,0.9597574472427368,qwen3.8-27b@q4_k_xl,False,False
chunk200_hybrid,200,hybrid,ref_fact_02,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
chunk200_hybrid,200,hybrid,ref_fact_03,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True,True
