condition_id,chunk_size,retrieval_strategy,question_id,category,chunk_size_sensitive,coverage_at_5,case,outcome,grounding_basis,n_unsupported_claims,bertscore_cosine,model,abstained_exact_match,abstained_soft_match
chunk200_bm25,200,bm25,ref_fact_10,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25,200,bm25,ref_fact_11,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25,200,bm25,ref_fact_12,factual,True,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25,200,bm25,ref_fact_13,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25,200,bm25,ref_fact_14,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25,200,bm25,ref_them_01,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_bm25,200,bm25,ref_them_02,thematic,False,0.5,C,answered_grounded_correct,numeric,0,0.8445394039154053,qwen3.8-flash-next,False,False
chunk200_bm25,200,bm25,ref_them_03,thematic,True,0.0,B,answered_ungrounded,numeric,1,,qwen3.8-flash-next,False,False
chunk200_bm25,200,bm25,ref_them_04,thematic,True,0.5,C,answered_grounded_correct,numeric,0,0.6935994029045105,qwen3.8-flash-next,False,False
chunk200_bm25,200,bm25,ref_them_05,thematic,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25,200,bm25,ref_them_06,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_bm25,200,bm25,ref_them_07,thematic,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25,200,bm25,ref_them_08,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_bm25,200,bm25,ref_them_09,thematic,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25,200,bm25,ref_them_10,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_bm25,200,bm25,ref_them_11,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_bm25,200,bm25,ref_them_12,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_bm25,200,bm25,ref_them_13,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_bm25,200,bm25,ref_them_14,thematic,False,0.0,B,answered_grounded_correct,numeric,0,,qwen3.8-flash-next,False,False
chunk200_bm25,200,bm25,ref_them_15,thematic,True,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25,200,bm25,ref_unans_01,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25,200,bm25,ref_unans_02,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25,200,bm25,ref_unans_03,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25,200,bm25,ref_unans_05,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25,200,bm25,ref_unans_06,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_comp_01,comparative,True,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_comp_02,comparative,False,0.5,C,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_comp_03,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_comp_04,comparative,True,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_comp_06,comparative,False,0.5,C,answered_grounded_correct,numeric,0,0.8806569576263428,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_comp_07,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_comp_08,comparative,False,0.5,C,answered_grounded_correct,numeric,0,0.8879750967025757,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_comp_09,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_comp_10,comparative,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_comp_11,comparative,False,0.5,C,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_comp_12,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_fact_01,factual,True,1.0,C,answered_grounded_correct,numeric,0,0.980539858341217,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_fact_02,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9527979493141174,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_fact_03,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9912142753601074,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_fact_04,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_fact_05,factual,False,1.0,C,answered_grounded_correct,numeric,0,1.0000001192092896,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_fact_06,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_fact_07,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_fact_08,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_fact_09,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9730018377304077,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_fact_10,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_fact_11,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9151809811592102,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_fact_12,factual,True,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_fact_13,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_fact_14,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.978196382522583,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_them_01,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_them_02,thematic,False,0.5,C,answered_grounded_correct,numeric,0,0.8396106362342834,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_them_03,thematic,True,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_them_04,thematic,True,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_them_05,thematic,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_them_06,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_them_07,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_them_08,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_them_09,thematic,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_them_10,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_them_11,thematic,False,0.0,B,answered_grounded_correct,numeric,0,,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_them_12,thematic,False,0.0,B,answered_ungrounded,numeric,1,,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_them_13,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_them_14,thematic,False,0.0,B,answered_grounded_correct,numeric,0,,qwen3.8-flash-next,False,False
chunk200_bm25_enriched,200,bm25,ref_them_15,thematic,True,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_unans_01,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_unans_02,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_unans_03,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_unans_05,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_bm25_enriched,200,bm25,ref_unans_06,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_comp_01,comparative,True,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_comp_02,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_comp_03,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_comp_04,comparative,True,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_comp_06,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_comp_07,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_comp_08,comparative,False,0.5,C,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_comp_09,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_comp_10,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_comp_11,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_comp_12,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_fact_01,factual,True,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_fact_02,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_fact_03,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_fact_04,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_fact_05,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_fact_06,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_fact_07,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_fact_08,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_fact_09,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9791964888572693,qwen3.8-flash-next,False,False
chunk200_dense,200,dense,ref_fact_10,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_fact_11,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_fact_12,factual,True,1.0,C,answered_grounded_correct,numeric,0,0.9798296093940735,qwen3.8-flash-next,False,False
chunk200_dense,200,dense,ref_fact_13,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_fact_14,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_them_01,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_dense,200,dense,ref_them_02,thematic,False,0.0,B,answered_grounded_correct,numeric,0,,qwen3.8-flash-next,False,False
chunk200_dense,200,dense,ref_them_03,thematic,True,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_dense,200,dense,ref_them_04,thematic,True,0.5,C,answered_grounded_correct,numeric,0,0.7794424295425415,qwen3.8-flash-next,False,False
chunk200_dense,200,dense,ref_them_05,thematic,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_them_06,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_dense,200,dense,ref_them_07,thematic,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_them_08,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_dense,200,dense,ref_them_09,thematic,False,0.0,B,answered_ungrounded,numeric,2,,qwen3.8-flash-next,False,False
chunk200_dense,200,dense,ref_them_10,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_dense,200,dense,ref_them_11,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_dense,200,dense,ref_them_12,thematic,False,0.0,B,answered_grounded_offtarget,ngram_fallback (answer has no numeric claims),0,,qwen3.8-flash-next,False,False
chunk200_dense,200,dense,ref_them_13,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_dense,200,dense,ref_them_14,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_dense,200,dense,ref_them_15,thematic,True,0.3333333333333333,C,answered_grounded_correct,numeric,0,0.9048258066177368,qwen3.8-flash-next,False,False
chunk200_dense,200,dense,ref_unans_01,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_unans_02,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_unans_03,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_unans_05,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense,200,dense,ref_unans_06,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense_enriched,200,dense,ref_comp_01,comparative,True,0.5,C,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense_enriched,200,dense,ref_comp_02,comparative,False,0.5,C,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense_enriched,200,dense,ref_comp_03,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense_enriched,200,dense,ref_comp_04,comparative,True,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense_enriched,200,dense,ref_comp_06,comparative,False,0.5,C,answered_grounded_correct,numeric,0,0.8858168125152588,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_comp_07,comparative,False,0.5,C,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense_enriched,200,dense,ref_comp_08,comparative,False,0.5,C,answered_grounded_correct,numeric,0,0.8879750967025757,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_comp_09,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense_enriched,200,dense,ref_comp_10,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense_enriched,200,dense,ref_comp_11,comparative,False,1.0,C,answered_grounded_correct,ngram_fallback (answer has no numeric claims),0,0.8796144723892212,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_comp_12,comparative,False,0.5,C,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense_enriched,200,dense,ref_fact_01,factual,True,1.0,C,answered_grounded_correct,numeric,0,0.9350861310958862,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_fact_02,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9527979493141174,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_fact_03,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9912142753601074,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_fact_04,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9966421127319336,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_fact_05,factual,False,1.0,C,answered_grounded_correct,numeric,0,1.0000001192092896,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_fact_06,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense_enriched,200,dense,ref_fact_07,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9051223993301392,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_fact_08,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense_enriched,200,dense,ref_fact_09,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9730253219604492,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_fact_10,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9665350914001465,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_fact_11,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9151809811592102,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_fact_12,factual,True,1.0,C,answered_grounded_correct,numeric,0,0.9716059565544128,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_fact_13,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9416666626930237,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_fact_14,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense_enriched,200,dense,ref_them_01,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_them_02,thematic,False,0.0,B,answered_grounded_offtarget,ngram_fallback (answer has no numeric claims),0,,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_them_03,thematic,True,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_them_04,thematic,True,0.5,C,answered_grounded_correct,numeric,0,0.6878793835639954,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_them_05,thematic,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense_enriched,200,dense,ref_them_06,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_them_07,thematic,False,0.5,C,answered_grounded_correct,numeric,0,0.7477403879165649,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_them_08,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_them_09,thematic,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense_enriched,200,dense,ref_them_10,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_them_11,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_them_12,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_them_13,thematic,False,0.3333333333333333,C,answered_grounded_correct,numeric,0,0.9247329235076904,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_them_14,thematic,False,0.0,B,answered_grounded_correct,numeric,0,,qwen3.8-flash-next,False,False
chunk200_dense_enriched,200,dense,ref_them_15,thematic,True,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense_enriched,200,dense,ref_unans_01,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense_enriched,200,dense,ref_unans_02,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense_enriched,200,dense,ref_unans_03,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense_enriched,200,dense,ref_unans_05,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_dense_enriched,200,dense,ref_unans_06,unanswerable,False,,A,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_comp_01,comparative,True,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_hybrid,200,hybrid,ref_comp_02,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_comp_03,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_comp_04,comparative,True,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_comp_06,comparative,False,0.5,C,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_comp_07,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_comp_08,comparative,False,0.5,C,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_comp_09,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_comp_10,comparative,False,0.0,B,answered_ungrounded,ngram_fallback (answer has no numeric claims),0,,qwen3.8-flash-next,False,False
chunk200_hybrid,200,hybrid,ref_comp_11,comparative,False,0.5,C,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_comp_12,comparative,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_fact_01,factual,True,1.0,C,answered_grounded_correct,numeric,0,0.9818983674049377,qwen3.8-flash-next,False,False
chunk200_hybrid,200,hybrid,ref_fact_02,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_fact_03,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_fact_04,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_fact_05,factual,False,1.0,C,answered_grounded_correct,numeric,0,1.0000001192092896,qwen3.8-flash-next,False,False
chunk200_hybrid,200,hybrid,ref_fact_06,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_fact_07,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_fact_08,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_fact_09,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9730018377304077,qwen3.8-flash-next,False,False
chunk200_hybrid,200,hybrid,ref_fact_10,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_fact_11,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_fact_12,factual,True,1.0,C,answered_grounded_correct,numeric,0,0.9798296093940735,qwen3.8-flash-next,False,False
chunk200_hybrid,200,hybrid,ref_fact_13,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_fact_14,factual,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
chunk200_hybrid,200,hybrid,ref_them_01,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_hybrid,200,hybrid,ref_them_02,thematic,False,0.0,B,answered_grounded_correct,numeric,0,,qwen3.8-flash-next,False,False
chunk200_hybrid,200,hybrid,ref_them_03,thematic,True,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-flash-next,False,False
chunk200_hybrid,200,hybrid,ref_them_04,thematic,True,0.5,C,answered_grounded_correct,numeric,0,0.7357001304626465,qwen3.8-flash-next,False,False
chunk200_hybrid,200,hybrid,ref_them_05,thematic,False,0.0,B,abstained,,0,,qwen3.8-flash-next,True,True
