condition_id,chunk_size,retrieval_strategy,question_id,category,chunk_size_sensitive,coverage_at_5,case,outcome,grounding_basis,n_unsupported_claims,bertscore_cosine,model,abstained_exact_match
chunk200_dense,200,dense,ref_fact_04,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_dense,200,dense,ref_fact_05,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_dense,200,dense,ref_fact_06,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_dense,200,dense,ref_fact_07,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_dense,200,dense,ref_fact_08,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_dense,200,dense,ref_fact_09,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9734025597572327,qwen3.8-27b@q4_k_xl,False
chunk200_dense,200,dense,ref_fact_10,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_dense,200,dense,ref_fact_11,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_dense,200,dense,ref_fact_12,factual,True,1.0,C,answered_grounded_correct,numeric,0,0.9789583086967468,qwen3.8-27b@q4_k_xl,False
chunk200_dense,200,dense,ref_fact_13,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_dense,200,dense,ref_fact_14,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_dense,200,dense,ref_them_01,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk200_dense,200,dense,ref_them_02,thematic,False,0.0,B,answered_grounded_correct,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk200_dense,200,dense,ref_them_03,thematic,True,0.0,B,answered_ungrounded,numeric,4,,qwen3.8-27b@q4_k_xl,False
chunk200_dense,200,dense,ref_them_04,thematic,True,0.5,C,answered_grounded_correct,numeric,0,0.7716410160064697,qwen3.8-27b@q4_k_xl,False
chunk200_dense,200,dense,ref_them_05,thematic,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_dense,200,dense,ref_them_06,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk200_dense,200,dense,ref_them_07,thematic,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_dense,200,dense,ref_them_08,thematic,False,0.0,B,answered_ungrounded,numeric,2,,qwen3.8-27b@q4_k_xl,False
chunk200_dense,200,dense,ref_them_09,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk200_dense,200,dense,ref_them_10,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk200_dense,200,dense,ref_them_11,thematic,False,0.0,B,answered_ungrounded,numeric,1,,qwen3.8-27b@q4_k_xl,False
chunk200_dense,200,dense,ref_them_12,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk200_dense,200,dense,ref_them_13,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk200_dense,200,dense,ref_them_14,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk200_dense,200,dense,ref_them_15,thematic,True,0.3333333333333333,C,answered_ungrounded,numeric,1,0.8876651525497437,qwen3.8-27b@q4_k_xl,False
chunk200_dense,200,dense,ref_unans_01,unanswerable,False,,A,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk200_dense,200,dense,ref_unans_02,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_dense,200,dense,ref_unans_03,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_dense,200,dense,ref_unans_05,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_dense,200,dense,ref_unans_06,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_comp_01,comparative,True,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk200_hybrid,200,hybrid,ref_comp_02,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_comp_03,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_comp_04,comparative,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_comp_06,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_comp_07,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_comp_08,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_comp_09,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_comp_10,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_comp_11,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_comp_12,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_fact_01,factual,True,1.0,C,answered_grounded_correct,numeric,0,0.9597574472427368,qwen3.8-27b@q4_k_xl,False
chunk200_hybrid,200,hybrid,ref_fact_02,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_fact_03,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_fact_04,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_fact_05,factual,False,1.0,C,answered_grounded_correct,numeric,0,1.0000001192092896,qwen3.8-27b@q4_k_xl,False
chunk200_hybrid,200,hybrid,ref_fact_06,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_fact_07,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_fact_08,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_fact_09,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9664744138717651,qwen3.8-27b@q4_k_xl,False
chunk200_hybrid,200,hybrid,ref_fact_10,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_fact_11,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_fact_12,factual,True,1.0,C,answered_grounded_correct,numeric,0,0.9789583086967468,qwen3.8-27b@q4_k_xl,False
chunk200_hybrid,200,hybrid,ref_fact_13,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_fact_14,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_them_01,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk200_hybrid,200,hybrid,ref_them_02,thematic,False,0.0,B,answered_grounded_correct,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk200_hybrid,200,hybrid,ref_them_03,thematic,True,0.0,B,answered_ungrounded,numeric,4,,qwen3.8-27b@q4_k_xl,False
chunk200_hybrid,200,hybrid,ref_them_04,thematic,True,0.5,C,answered_grounded_correct,numeric,0,0.7695805430412292,qwen3.8-27b@q4_k_xl,False
chunk200_hybrid,200,hybrid,ref_them_05,thematic,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_them_06,thematic,False,0.5,C,answered_grounded_correct,numeric,0,0.738608717918396,qwen3.8-27b@q4_k_xl,False
chunk200_hybrid,200,hybrid,ref_them_07,thematic,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_them_08,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk200_hybrid,200,hybrid,ref_them_09,thematic,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_them_10,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk200_hybrid,200,hybrid,ref_them_11,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk200_hybrid,200,hybrid,ref_them_12,thematic,False,0.0,B,answered_ungrounded,numeric,1,,qwen3.8-27b@q4_k_xl,False
chunk200_hybrid,200,hybrid,ref_them_13,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk200_hybrid,200,hybrid,ref_them_14,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk200_hybrid,200,hybrid,ref_them_15,thematic,True,0.0,B,answered_ungrounded,numeric,1,,qwen3.8-27b@q4_k_xl,False
chunk200_hybrid,200,hybrid,ref_unans_01,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_unans_02,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_unans_03,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_unans_05,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk200_hybrid,200,hybrid,ref_unans_06,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_comp_01,comparative,True,0.0,B,answered_grounded_correct,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk500_bm25,500,bm25,ref_comp_02,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_comp_03,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_comp_04,comparative,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_comp_06,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_comp_07,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_comp_08,comparative,False,0.5,C,answered_grounded_correct,numeric,0,0.8877383470535278,qwen3.8-27b@q4_k_xl,False
chunk500_bm25,500,bm25,ref_comp_09,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_comp_10,comparative,False,0.5,C,answered_grounded_correct,numeric,0,0.8781943321228027,qwen3.8-27b@q4_k_xl,False
chunk500_bm25,500,bm25,ref_comp_11,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_comp_12,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_fact_01,factual,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_fact_02,factual,False,0.0,B,answered_grounded_correct,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk500_bm25,500,bm25,ref_fact_03,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_fact_04,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_fact_05,factual,False,1.0,C,answered_grounded_correct,numeric,0,1.0000001192092896,qwen3.8-27b@q4_k_xl,False
chunk500_bm25,500,bm25,ref_fact_06,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_fact_07,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9264767169952393,qwen3.8-27b@q4_k_xl,False
chunk500_bm25,500,bm25,ref_fact_08,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9802258014678955,qwen3.8-27b@q4_k_xl,False
chunk500_bm25,500,bm25,ref_fact_09,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_fact_10,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_fact_11,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_fact_12,factual,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_fact_13,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_fact_14,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_them_01,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk500_bm25,500,bm25,ref_them_02,thematic,False,0.5,C,answered_grounded_offtarget,numeric,0,0.8303177952766418,qwen3.8-27b@q4_k_xl,False
chunk500_bm25,500,bm25,ref_them_03,thematic,True,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk500_bm25,500,bm25,ref_them_04,thematic,True,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk500_bm25,500,bm25,ref_them_05,thematic,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_them_06,thematic,False,0.0,B,answered_ungrounded,numeric,1,,qwen3.8-27b@q4_k_xl,False
chunk500_bm25,500,bm25,ref_them_07,thematic,False,0.0,B,answered_ungrounded,numeric,1,,qwen3.8-27b@q4_k_xl,False
chunk500_bm25,500,bm25,ref_them_08,thematic,False,0.0,B,answered_ungrounded,numeric,1,,qwen3.8-27b@q4_k_xl,False
chunk500_bm25,500,bm25,ref_them_09,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk500_bm25,500,bm25,ref_them_10,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk500_bm25,500,bm25,ref_them_11,thematic,False,0.0,B,answered_grounded_correct,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk500_bm25,500,bm25,ref_them_12,thematic,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_them_13,thematic,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_them_14,thematic,False,0.0,B,answered_grounded_offtarget,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk500_bm25,500,bm25,ref_them_15,thematic,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_unans_01,unanswerable,False,,A,answered_ungrounded,numeric,1,,qwen3.8-27b@q4_k_xl,False
chunk500_bm25,500,bm25,ref_unans_02,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_unans_03,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_unans_05,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_bm25,500,bm25,ref_unans_06,unanswerable,False,,A,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_comp_01,comparative,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_comp_02,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_comp_03,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_comp_04,comparative,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_comp_06,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_comp_07,comparative,False,0.0,B,answered_grounded_correct,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk500_dense,500,dense,ref_comp_08,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_comp_09,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_comp_10,comparative,False,0.0,B,answered_grounded_correct,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk500_dense,500,dense,ref_comp_11,comparative,False,0.5,C,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_comp_12,comparative,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_fact_01,factual,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_fact_02,factual,False,0.0,B,answered_grounded_correct,numeric,0,,qwen3.8-27b@q4_k_xl,False
chunk500_dense,500,dense,ref_fact_03,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_fact_04,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_fact_05,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_fact_06,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_fact_07,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_fact_08,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_fact_09,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_fact_10,factual,False,1.0,C,answered_grounded_correct,numeric,0,0.9713050127029419,qwen3.8-27b@q4_k_xl,False
chunk500_dense,500,dense,ref_fact_11,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_fact_12,factual,True,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_fact_13,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_fact_14,factual,False,0.0,B,abstained,,0,,qwen3.8-27b@q4_k_xl,True
chunk500_dense,500,dense,ref_them_01,thematic,False,0.0,B,answered_ungrounded,numeric,3,,qwen3.8-27b@q4_k_xl,False
chunk500_dense,500,dense,ref_them_02,thematic,False,0.5,C,answered_grounded_correct,numeric,0,0.8446937203407288,qwen3.8-27b@q4_k_xl,False
chunk500_dense,500,dense,ref_them_03,thematic,True,0.0,B,answered_ungrounded,numeric,5,,qwen3.8-27b@q4_k_xl,False
